AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,label
3.381603,1.020544,0.147578,0.222702,0.06357,0.543028,0.972572,0.55626,0.321231,0.128065,0.668959,0.828528,0.094233,0.469349,0.089984,0.243237,0.407167,0.308764,0.088497,0.090628,1.135854,0.590046,0.476342,0.321226,0.090834,0.653463,0.554002,0.273135,0.351854,0.094042,0.496825,0.510636,0.32279,0.292642,0.130001,0.712785,0.324161,0.336908,0.460301,0.161177,1.053394,1.174801,0.447662,0.667201,0.116468,0.887296,1.075442,0.270213,0.531905,0.11139,2.344971,1.949311,0.732467,0.470348,0.105804,1.736175,2.208036,0.346377,0.461946,0.10209,0
3.22807,0.960842,0.170291,0.22088,0.062796,0.515759,1.067376,0.641198,0.318407,0.127015,0.550884,0.758396,0.143202,0.416763,0.086627,0.342845,0.44359,0.348579,0.1085,0.100003,1.168434,0.552566,0.456243,0.27591,0.098366,0.76805,0.495845,0.291777,0.354025,0.099114,0.532838,0.444658,0.327704,0.289874,0.13526,0.648121,0.278136,0.361335,0.438044,0.168976,0.840262,0.933007,0.389519,0.632922,0.114831,0.780522,0.817271,0.293555,0.48593,0.109191,2.081904,1.579935,0.648991,0.437901,0.11441,1.348706,1.857001,0.350649,0.411651,0.097582,0
2.695952,0.896909,0.176406,0.209447,0.062869,0.578742,1.222178,0.683589,0.292903,0.126182,0.541471,0.798911,0.207086,0.362844,0.085864,0.479606,0.477358,0.351829,0.131324,0.104688,1.124802,0.536494,0.417053,0.222453,0.112503,0.878526,0.465738,0.304297,0.356034,0.109111,0.62329,0.376844,0.318666,0.295202,0.144585,0.682673,0.244778,0.355442,0.402025,0.1764,0.7321,0.717666,0.323675,0.56092,0.117665,0.789037,0.655813,0.309992,0.434894,0.107492,1.874018,1.231215,0.545683,0.397766,0.132754,1.064221,1.629816,0.330802,0.354265,0.095915,0
2.062373,0.851301,0.165483,0.196915,0.063878,0.708651,1.398131,0.687926,0.254972,0.127009,0.629453,0.945156,0.285903,0.340923,0.087561,0.642855,0.496594,0.326281,0.152692,0.103436,1.076109,0.547966,0.373598,0.17555,0.129871,0.986117,0.48556,0.308336,0.35859,0.122156,0.775311,0.347723,0.294887,0.31233,0.154482,0.830582,0.26426,0.319505,0.371676,0.182273,0.750036,0.606776,0.272047,0.478283,0.122361,0.910612,0.623092,0.324228,0.4094,0.107401,1.795235,0.978618,0.443363,0.363659,0.157398,0.929946,1.546231,0.301052,0.31427,0.09674,0
1.4961,0.81583,0.146158,0.191948,0.065908,0.863419,1.524495,0.675636,0.223659,0.131571,0.760897,1.140567,0.380175,0.370787,0.092273,0.807243,0.488778,0.289979,0.168286,0.097876,1.034933,0.575783,0.334852,0.146027,0.146294,1.076903,0.548026,0.309756,0.362866,0.135806,0.951133,0.38886,0.264184,0.342346,0.162166,1.04399,0.371875,0.270414,0.367045,0.186913,0.857563,0.628612,0.247978,0.409544,0.127727,1.080384,0.698545,0.349083,0.429667,0.111675,1.892777,0.859737,0.359333,0.347186,0.183474,0.924463,1.547016,0.282671,0.310752,0.100227,0
0.96383,0.773323,0.1288,0.19796,0.069268,0.98938,1.539987,0.661938,0.211339,0.140652,0.871044,1.311012,0.482737,0.447061,0.101988,0.929138,0.447568,0.260437,0.174706,0.091686,1.044375,0.599821,0.306581,0.135792,0.157783,1.142317,0.628759,0.313226,0.368723,0.147683,1.098818,0.508762,0.23251,0.37986,0.166761,1.222767,0.577823,0.226814,0.397796,0.191421,0.9742,0.75922,0.246683,0.365334,0.13371,1.203336,0.832484,0.393911,0.491845,0.122327,2.151021,0.872127,0.300635,0.350419,0.205354,0.964886,1.554639,0.289555,0.346282,0.107287,0
0.567624,0.710238,0.120101,0.212191,0.074278,1.025059,1.424175,0.647057,0.218206,0.15326,0.913293,1.396908,0.574852,0.541473,0.118493,0.966123,0.376951,0.244635,0.170698,0.08855,1.068056,0.601484,0.289155,0.137805,0.161829,1.162882,0.697507,0.318341,0.373016,0.15571,1.179629,0.687746,0.20229,0.413725,0.16866,1.314282,0.860219,0.203346,0.456087,0.196525,1.053213,0.940726,0.253543,0.341332,0.140589,1.235934,0.968352,0.454742,0.570981,0.13922,2.618586,0.980296,0.265456,0.365312,0.218331,1.031948,1.515049,0.317187,0.407555,0.11868,0
0.391957,0.626864,0.118962,0.228167,0.081105,0.962829,1.206149,0.618722,0.234728,0.167151,0.894006,1.374023,0.630136,0.615825,0.141593,0.909539,0.29019,0.237302,0.160166,0.09065,1.10362,0.572964,0.278291,0.142359,0.158528,1.127811,0.727337,0.320354,0.370984,0.158639,1.184616,0.87708,0.174412,0.431161,0.169376,1.282684,1.162922,0.203394,0.519963,0.202776,1.08081,1.109483,0.255272,0.325584,0.148206,1.171768,1.061486,0.513629,0.635469,0.159976,3.20339,1.130605,0.248736,0.380183,0.221071,1.111983,1.419385,0.34554,0.474257,0.134286,0
0.329148,0.527927,0.12021,0.238846,0.089076,0.827766,0.948116,0.562528,0.249347,0.179345,0.836262,1.255863,0.630204,0.640387,0.167826,0.784906,0.206334,0.229043,0.150908,0.098064,1.126835,0.524042,0.269234,0.145346,0.150436,1.041642,0.713725,0.316008,0.358433,0.15672,1.129892,1.028047,0.150364,0.424584,0.170695,1.167056,1.415269,0.217749,0.563667,0.210057,1.052402,1.217714,0.252553,0.307666,0.1552,1.026457,1.089966,0.553301,0.661578,0.180374,3.725483,1.260684,0.245954,0.382951,0.215615,1.180849,1.286123,0.356523,0.526291,0.152366,0
0.725899,0.431973,0.117843,0.240705,0.096593,0.687642,0.719462,0.477143,0.256302,0.18775,0.814569,1.080348,0.574285,0.609426,0.191723,0.630113,0.1448,0.21163,0.149538,0.109631,1.138761,0.467398,0.254636,0.148,0.14157,0.934497,0.665557,0.301554,0.33564,0.152083,1.058617,1.10363,0.132299,0.397495,0.174268,1.022922,1.549909,0.231295,0.572867,0.217562,1.023144,1.234862,0.252087,0.288094,0.160146,0.892557,1.051018,0.562709,0.6471,0.196325,4.117946,1.31962,0.248077,0.369863,0.20655,1.294139,1.13881,0.343102,0.555128,0.171303,0
1.991287,0.354884,0.112398,0.234787,0.101444,0.593504,0.576209,0.385184,0.260737,0.19193,0.847972,0.903703,0.484135,0.539199,0.208112,0.488777,0.120575,0.183151,0.159309,0.124097,1.142133,0.414536,0.227831,0.152757,0.13585,0.847067,0.592554,0.273157,0.304754,0.146754,1.010118,1.08343,0.11745,0.361049,0.180213,0.91713,1.525305,0.229876,0.549113,0.223291,1.029283,1.165787,0.257224,0.274333,0.162281,0.809635,0.976011,0.544735,0.605843,0.204766,4.22928,1.297462,0.247266,0.347236,0.198401,1.413472,1.00993,0.313977,0.565013,0.189841,0
3.664057,0.311816,0.105597,0.223702,0.101609,0.574052,0.54059,0.319502,0.270783,0.192336,0.929579,0.779576,0.394243,0.456767,0.213893,0.386572,0.141371,0.152768,0.177723,0.140063,1.188471,0.36986,0.190908,0.16046,0.135211,0.814109,0.511166,0.242053,0.269496,0.141199,1.018233,0.989069,0.108231,0.329053,0.18609,0.885583,1.366508,0.216043,0.504963,0.223645,1.111951,1.066323,0.271028,0.273868,0.161163,0.803434,0.929406,0.51591,0.555081,0.203695,4.137291,1.240529,0.242929,0.325319,0.192683,1.553098,0.946836,0.288272,0.564395,0.205928,0
6.430273,0.312512,0.101924,0.209894,0.096749,0.649522,0.600127,0.301485,0.291842,0.189829,1.01177,0.738215,0.332931,0.387883,0.209476,0.336155,0.203385,0.13364,0.197281,0.1552,1.229599,0.335517,0.162232,0.169789,0.139045,0.842539,0.44532,0.232305,0.236726,0.134812,1.085253,0.885568,0.117728,0.313124,0.18886,0.921924,1.162511,0.206474,0.45878,0.215969,1.244583,1.018293,0.296945,0.292238,0.1576,0.848491,0.976669,0.493713,0.507939,0.194211,3.896964,1.236078,0.241854,0.314062,0.187596,1.694166,0.993408,0.283159,0.559918,0.21727,0
8.746288,0.358152,0.101445,0.194607,0.088628,0.795097,0.712033,0.327336,0.321005,0.185567,1.029588,0.769381,0.307808,0.346508,0.198482,0.31999,0.293425,0.134217,0.209497,0.166488,1.259629,0.323078,0.16581,0.178395,0.145052,0.895873,0.429482,0.265008,0.215459,0.127476,1.179018,0.856681,0.164318,0.318527,0.187594,0.97272,1.019059,0.221054,0.426315,0.200734,1.389965,1.085554,0.335645,0.331262,0.154981,0.905081,1.148614,0.487273,0.469355,0.18097,3.660737,1.368687,0.253296,0.319538,0.180704,1.82468,1.160797,0.303123,0.554169,0.222635,0
44.195918,38.450269,19.110263,24.780121,6.99404,103.615759,101.794454,51.209521,57.628103,17.06978,92.002336,87.654925,43.087631,49.256239,15.180781,88.043135,84.960311,44.585022,53.076179,15.956735,99.932626,94.246965,47.609134,55.215414,15.572006,19.765932,22.035226,13.586585,17.427025,6.785083,102.490415,98.630305,44.98812,54.125869,16.058264,75.439728,78.113354,34.62744,44.918514,13.368358,49.831504,55.710195,27.478148,35.542706,11.968516,91.133859,92.734471,43.439673,51.615152,15.630623,91.785816,95.749625,45.46833,54.951376,15.938895,43.686558,44.092219,20.46555,27.234966,8.526071,1
49.13521,39.271042,17.276749,25.982712,7.429841,114.300826,105.932122,46.24617,60.641995,18.068984,101.299125,90.868044,39.673694,51.939034,16.147578,96.279055,89.288355,41.035184,56.142576,16.884144,108.011835,98.30337,43.611857,58.435928,16.592265,19.470426,23.116681,11.770457,18.291609,7.199215,111.148179,102.720577,40.455475,57.173124,17.059265,82.355824,81.629689,30.946965,47.381517,14.111957,55.382285,57.554843,24.737855,37.485509,12.676236,100.313939,95.433151,39.951206,54.489727,16.583091,101.78863,99.078115,41.586281,57.967381,16.853401,48.545787,45.621745,18.403884,28.649925,9.079947,1
49.388562,35.801192,14.143409,23.980137,6.92008,114.414084,97.548705,37.834659,56.008961,16.757638,101.258124,83.943706,33.056161,48.182241,15.039774,95.782358,82.782797,34.171608,52.040353,15.640689,107.523212,90.65795,36.116039,54.186081,15.499034,18.20251,21.665788,9.270083,16.892152,6.71214,110.31629,94.605882,33.095584,53.009657,15.87293,82.978966,75.496558,25.138943,43.896337,13.048491,55.900567,52.847629,20.191526,34.73644,11.762365,100.708009,87.767143,33.243514,50.566957,15.401304,102.494053,91.44133,34.436165,53.714075,15.627131,49.016802,42.395792,14.994045,26.468399,8.475426,1
45.507937,29.267424,10.453773,19.349486,5.636365,105.501772,79.729833,27.990915,45.090127,13.577514,93.036973,69.37021,24.8334,39.06695,12.233014,87.904283,67.957804,25.676416,41.982827,12.643717,100.501808,74.281757,26.912247,43.747636,12.656953,16.7087,18.301892,6.666231,13.652476,5.480573,101.979562,77.275136,24.59211,42.862222,12.890189,79.005436,61.935272,18.546705,35.479774,10.526401,52.302787,43.238104,14.883391,28.067801,9.530675,93.905791,72.393911,24.939014,40.96087,12.478993,95.492316,75.437264,25.681915,43.424281,12.668576,45.812481,35.576905,11.05237,21.319696,6.917038,1
39.477303,21.687426,7.081265,13.506717,4.003784,92.141776,58.241693,19.028419,31.27639,9.57692,80.337965,51.680427,17.054785,27.400229,8.657144,76.368968,49.78269,17.697434,29.130169,8.881344,91.006404,54.607904,18.221811,30.417614,8.997082,15.610908,14.153168,4.480257,9.582118,3.908084,90.329094,56.314889,16.822146,29.895485,9.088847,73.589917,45.291522,12.645953,24.737088,7.366849,46.687117,31.700093,10.035969,19.526438,6.713952,83.89634,53.973848,17.101738,28.62463,8.776302,85.185207,55.886859,17.464962,30.277346,8.946686,40.806351,27.236648,7.512635,14.792486,4.921289,1
34.980256,14.925746,4.704294,8.090604,2.509234,82.298037,38.82137,12.655001,18.498198,5.940346,70.331978,35.321536,11.375881,16.495448,5.375597,67.684016,33.276817,11.887871,17.181268,5.468075,85.610278,36.904523,11.753302,18.046145,5.605072,15.418203,10.330103,3.020275,5.83892,2.464606,81.817925,37.161874,11.176764,17.824206,5.600472,71.033238,29.854723,8.484304,14.725794,4.50093,42.32163,21.110975,6.554861,11.555649,4.14772,77.447083,36.959499,11.383098,17.079045,5.38964,77.891976,37.474307,11.500053,18.0211,5.56118,37.429977,19.376439,5.056834,8.749718,3.083884,1
36.825018,10.291962,3.649791,4.285972,1.491587,87.041246,25.545011,9.692511,9.59714,3.484127,73.057945,23.624903,8.654003,8.801155,3.129663,71.048791,21.95814,9.114271,8.822326,3.171197,93.709379,24.775943,8.441271,9.420488,3.263776,16.917718,7.576257,2.381006,3.24305,1.487185,85.666456,23.510449,8.357104,9.351716,3.23072,77.805259,18.613162,6.541903,7.687679,2.576667,43.680128,13.471822,4.894078,5.966003,2.412569,84.094355,24.641588,8.624789,8.937547,3.083291,82.235245,23.707267,8.6495,9.41411,3.274565,40.116876,13.512602,3.999401,4.548817,1.823209,1
46.913693,8.165528,3.834181,2.425788,1.022467,110.54201,19.570118,9.927172,5.366725,2.376941,93.008297,17.741515,8.782047,5.062588,2.079688,90.041745,16.759022,9.237979,4.817747,2.144731,118.450243,19.044011,8.262529,5.325647,2.176494,20.430215,6.093707,2.430791,2.002599,1.060204,105.195362,16.410523,8.281063,5.262174,2.176007,95.480437,12.576659,6.698513,4.293702,1.733532,52.401907,9.435691,4.997926,3.309389,1.630982,107.226397,18.176708,8.695225,5.004032,2.024793,101.193724,15.988002,8.798883,5.292008,2.247382,50.494901,10.270952,4.256773,2.577259,1.233106,1
62.923255,7.947035,4.624412,2.027512,0.940358,147.605914,19.082488,11.762183,4.650192,2.225249,126.030149,16.43959,10.381889,4.357826,1.878699,120.505387,16.123969,10.822963,4.094135,2.00724,154.58756,17.960373,9.860157,4.644058,2.015417,25.363788,5.583632,2.760076,1.768442,1.035774,136.125014,14.435851,9.72347,4.498019,2.080691,120.410871,10.776537,7.951195,3.680413,1.662228,66.452811,8.309543,6.061334,2.905502,1.525664,141.953009,16.402514,10.20334,4.312694,1.860249,130.332685,13.352665,10.503871,4.608201,2.113935,66.134004,9.22363,5.161755,2.290162,1.121475,1
78.677526,8.556063,5.254106,2.247687,1.008958,183.783279,20.91012,13.261097,5.42041,2.449344,159.667741,17.31555,11.719763,4.985666,2.016902,150.398783,17.419756,12.115792,4.761561,2.203068,188.263267,18.777345,11.457496,5.407648,2.255318,30.124498,5.511772,2.933058,1.952057,1.178928,166.034878,15.053243,11.104486,5.16691,2.384991,142.856503,11.285662,9.05128,4.277281,1.900728,80.057563,8.694939,7.045809,3.490621,1.689021,175.279574,16.971881,11.445766,5.059751,2.062252,158.169179,13.552805,11.944847,5.432411,2.335199,81.022832,9.328118,5.899109,2.717517,1.199031,1
87.58996,9.069455,5.369323,2.503834,1.086067,203.863517,22.455026,13.542045,6.247339,2.692471,180.096005,18.274844,11.987278,5.710542,2.192122,167.08339,18.548965,12.270556,5.4747,2.395965,205.24572,19.398626,12.129807,6.204595,2.54934,32.862441,5.46865,2.823093,2.147858,1.333484,181.82115,16.192929,11.633836,5.90095,2.71784,153.17411,12.470157,9.419748,4.938695,2.156327,87.233938,9.388774,7.447881,4.126975,1.871552,193.497132,17.773131,11.664728,5.90692,2.304118,172.845035,14.547959,12.272939,6.34058,2.577872,88.923559,9.583501,6.104238,3.159343,1.286856,1
86.017864,9.017522,4.957948,2.626701,1.13115,199.469037,22.444684,12.571073,6.678026,2.839846,179.066507,18.195843,11.137742,6.107565,2.32385,163.718401,18.511254,11.225679,5.810398,2.494472,198.114171,18.901979,11.683571,6.576213,2.762081,32.404239,5.254434,2.50724,2.227452,1.43766,176.540015,16.74642,11.163335,6.251636,2.935858,146.489302,13.370323,8.968089,5.273712,2.324179,84.856717,9.731686,7.177563,4.478024,1.991831,189.009371,17.65342,10.832824,6.373188,2.476539,168.143634,15.095551,11.4273,6.806761,2.726468,86.504535,9.405438,5.756309,3.376402,1.32934,1
73.930943,8.343419,4.192082,2.601391,1.150017,170.910965,20.708971,10.759279,6.655009,2.887781,155.930185,16.783699,9.528244,6.096551,2.418724,140.455373,17.239881,9.376218,5.716354,2.514304,167.933936,17.2391,10.307832,6.47642,2.862368,28.624213,4.763366,2.070041,2.184038,1.47628,150.570943,16.24414,9.843953,6.178684,3.011267,123.735586,13.480943,7.847374,5.225457,2.390233,73.105976,9.447328,6.352208,4.486565,2.041549,162.068716,16.305664,9.278975,6.37043,2.567704,144.840504,14.601967,9.767926,6.725734,2.76491,73.947405,8.65619,5.000654,3.333914,1.326833,1
55.274442,7.348273,3.324227,2.480915,1.166446,127.371233,18.077552,8.727508,6.315281,2.885867,118.115926,14.532895,7.664596,5.791099,2.513803,104.889194,15.43471,7.366418,5.324353,2.514849,124.103446,15.069637,8.451342,6.074886,2.883898,22.667834,4.057766,1.629322,2.078777,1.464464,111.944258,14.886734,8.047345,5.845384,2.986701,91.438357,12.815653,6.375557,4.914966,2.394965,55.490818,8.656865,5.240441,4.260132,2.050568,121.070874,14.215914,7.494299,6.034297,2.61714,109.857682,13.21981,7.84327,6.253767,2.734795,55.103465,7.595333,4.068611,3.11304,1.308436,1
35.746971,6.581796,2.634554,2.337932,1.211496,82.178469,16.088318,7.206861,5.875165,2.917845,77.328951,12.595278,6.112169,5.38774,2.66014,68.127984,14.301704,5.934475,4.849619,2.575209,79.81871,13.643528,6.761878,5.626173,2.910257,16.178819,3.387233,1.325176,1.985991,1.440002,72.289595,13.601338,6.344328,5.481085,2.954035,58.793267,11.936392,5.026003,4.538026,2.413801,37.246083,7.907417,4.227558,3.971691,2.073505,78.386043,12.553687,6.046213,5.595987,2.697436,73.532771,11.864004,6.296925,5.666751,2.717817,35.529023,6.791102,3.264282,2.845925,1.319335,1
21.261348,6.617167,2.331862,2.237337,1.312707,48.735043,16.247262,6.727518,5.550565,3.069964,46.116776,12.277645,5.295545,5.087176,2.899991,41.166883,14.987865,5.595776,4.52586,2.760633,47.811474,14.236142,5.807429,5.3557,3.029729,11.082338,3.068037,1.284477,1.956744,1.444732,43.395069,13.666307,5.299191,5.286093,3.01017,34.952112,11.692873,4.26045,4.285073,2.520437,23.943278,7.921648,3.663397,3.783789,2.164773,46.540428,12.671645,5.383998,5.272165,2.882625,46.628212,11.747489,5.6245,5.23756,2.800758,20.790599,6.86087,2.863654,2.659746,1.401344,1
15.002959,7.581128,2.510933,2.27177,1.478348,34.641751,18.813933,7.51024,5.612286,3.384452,31.496876,13.992827,5.444944,5.115125,3.237466,30.127569,17.607856,6.536542,4.625706,3.087719,34.752774,17.132597,5.960725,5.466942,3.283797,8.310145,3.267862,1.591715,2.029081,1.502238,31.472895,15.704449,5.34015,5.457424,3.208048,24.680376,12.556344,4.411357,4.345729,2.751019,18.576896,8.99321,3.775247,3.855797,2.350837,32.431596,14.995946,5.77113,5.289652,3.207284,35.174023,13.415149,6.072691,5.241083,3.034264,13.967299,7.967926,3.039935,2.683617,1.571242,1
17.237271,9.218817,3.126918,2.547167,1.685936,40.75873,23.025631,9.378283,6.320912,3.823815,34.586417,17.342955,6.528296,5.664732,3.622797,35.762112,21.37216,8.531155,5.377645,3.508813,40.800722,21.753684,7.251764,6.087687,3.637196,8.250443,3.988943,2.232004,2.232114,1.603679,36.99474,19.672377,6.554521,6.129234,3.52137,28.286586,14.661268,5.514377,4.844232,3.077437,21.692664,11.03846,4.561275,4.296099,2.607888,36.577279,19.100254,7.150452,5.825794,3.631604,40.023374,16.673875,7.533285,5.878267,3.395365,15.287084,9.866857,3.783108,3.016316,1.805892,1
25.279141,10.9579,4.059524,3.113622,1.891688,61.173137,27.348562,11.945807,7.767849,4.288543,50.086327,21.193729,8.364168,6.789442,3.977589,53.229775,24.882156,11.133034,6.821874,3.939599,59.778228,26.932256,9.414309,7.19417,4.004291,10.07713,5.041183,3.105431,2.562997,1.717985,54.602332,24.761817,8.760356,7.287647,3.864361,41.643257,17.579525,7.396703,5.762254,3.423533,30.550038,13.539563,5.860338,5.094379,2.873323,53.498377,23.774911,9.27867,6.908905,4.057846,55.325827,20.538954,9.694524,7.156339,3.79877,22.340219,11.945831,4.95275,3.668196,2.051601,1
36.039022,12.252276,5.145393,3.946222,2.048949,88.747647,30.479238,14.70385,9.834177,4.658409,71.887951,24.443811,10.650224,8.406309,4.224644,76.540658,27.035364,13.799423,8.796904,4.292649,84.555015,31.520243,11.963727,8.66354,4.28835,12.895749,6.156403,4.045464,2.993698,1.809109,78.071671,29.780997,11.527931,8.818945,4.133865,59.749487,20.575234,9.689753,6.987213,3.698104,42.154677,15.85649,7.390365,6.150041,3.072242,76.768935,27.76005,11.760024,8.443435,4.370562,74.929569,23.820116,12.117095,8.925753,4.13217,32.395199,13.613875,6.310606,4.572431,2.244942,1
45.98372,12.984001,6.110167,4.93106,2.123204,114.947651,32.199947,16.904977,12.186888,4.837565,92.680276,26.78453,12.803723,10.290563,4.313457,98.65517,27.809456,15.840744,10.958055,4.502708,107.310915,35.190412,14.165716,10.303962,4.421676,15.674008,7.155982,4.815197,3.473001,1.851999,100.431015,34.021649,14.109067,10.532161,4.254869,77.086222,23.241197,11.77241,8.344705,3.831381,52.867745,17.680672,8.705707,7.29366,3.149603,99.25588,30.628479,13.915567,10.219061,4.487141,91.965065,25.909915,14.151223,10.903231,4.302166,42.367459,14.685122,7.472544,5.598737,2.337801,1
52.343165,13.107887,6.759817,5.88416,2.099359,132.371179,32.50002,18.07178,14.346462,4.781232,106.717114,27.953758,14.375086,12.09895,4.228793,113.39113,27.451857,16.848756,12.848832,4.534867,121.718214,37.629436,15.536356,11.858445,4.378331,17.711485,7.870863,5.257613,3.923354,1.837409,115.790975,36.766995,15.923726,12.159246,4.197625,88.979852,25.090119,13.162529,9.609526,3.79033,59.904331,18.725237,9.495126,8.313153,3.085589,114.761702,32.036001,15.249081,11.936941,4.383346,101.396472,26.454249,15.347495,12.713667,4.261039,49.632295,15.041365,8.171276,6.57024,2.311321,1
53.448287,12.702412,7.104214,6.569458,1.983188,136.59636,31.647952,18.292609,15.752999,4.499134,110.36419,27.942916,15.304993,13.392244,3.984583,117.024001,26.410329,16.910667,13.989623,4.378893,124.25023,38.601174,16.094414,12.97371,4.165916,18.444101,8.249018,5.351016,4.235896,1.767245,120.513532,37.725017,16.813773,13.340323,3.973215,92.594083,25.924389,13.73707,10.494274,3.579099,61.546267,18.880988,9.745522,8.954173,2.895099,119.468243,31.918,15.747951,13.20191,4.090785,101.193665,25.622063,15.692753,13.918646,4.015093,52.421966,14.708786,8.409305,7.262893,2.176302,1
49.199815,11.927987,7.18789,6.76992,1.793715,126.715257,30.053661,17.804659,15.945388,4.037676,102.910116,26.96688,15.618199,13.761497,3.608191,108.723841,25.113098,16.2671,14.030652,4.042462,114.518433,38.033116,16.029513,13.287193,3.809341,17.793521,8.301048,5.136295,4.295827,1.64859,113.558031,37.111563,16.820119,13.710811,3.615757,87.166622,25.906573,13.550015,10.716341,3.228978,57.473966,18.249597,9.554425,8.991815,2.612982,112.264269,30.504511,15.552481,13.618326,3.670958,91.783948,24.020569,15.315539,14.133614,3.609911,50.14482,13.847667,8.272728,7.465614,1.962037,1
41.214264,10.938677,7.064797,6.406363,1.557055,106.594914,28.002958,16.884017,14.814474,3.461127,87.169248,25.278172,15.382717,13.046847,3.135276,91.667293,23.694665,15.188532,12.939879,3.553975,96.211253,35.947307,15.559747,12.625346,3.345011,16.055024,8.087565,4.70419,4.049654,1.490595,97.660215,35.404798,16.134621,13.082802,3.170062,74.830525,25.365704,12.800812,10.144318,2.787458,49.067886,17.027782,9.078518,8.355392,2.279495,95.948761,28.121853,14.877539,13.003056,3.186433,76.430117,22.216852,14.439218,13.231724,3.110682,43.775308,12.645051,7.888683,7.091908,1.704039,1
31.579894,9.7996,6.749741,5.574349,1.301775,81.519834,25.504073,15.667316,12.651939,2.837661,67.267359,22.966324,14.618356,11.409924,2.610335,70.16105,21.929148,13.821103,11.003833,2.962823,73.95155,32.46717,14.762504,11.087238,2.817453,13.728666,7.680872,4.15198,3.53814,1.303579,76.771715,32.968211,14.92865,11.546443,2.682406,58.698737,24.489955,11.674472,8.867814,2.305486,38.319846,15.384755,8.420573,7.170344,1.930714,74.643641,24.977454,13.869513,11.476103,2.685753,59.073288,20.445774,13.228799,11.412356,2.583101,34.910262,11.220003,7.335019,6.222893,1.434649,1
22.562755,8.570003,6.225988,4.499983,1.058475,57.560133,22.554218,14.132906,10.025263,2.239288,47.939024,20.175453,13.317047,9.272363,2.094491,49.362597,19.666546,12.207044,8.717185,2.345529,52.902299,28.031052,13.590065,9.026483,2.284381,11.343777,7.112477,3.538228,2.878272,1.100444,55.987239,30.083639,13.293104,9.458425,2.203559,42.672961,23.338372,10.278899,7.185745,1.837521,27.656167,13.516117,7.599992,5.718086,1.602631,53.49696,21.387329,12.564143,9.421624,2.210993,43.56706,18.794323,11.74722,9.130813,2.088634,25.732343,9.699792,6.616447,5.079612,1.181274,1
15.716192,7.377435,5.463397,3.44366,0.859692,38.949618,19.523948,12.181609,7.547712,1.743651,32.805118,17.297276,11.50041,7.144579,1.664994,32.946495,17.186709,10.34562,6.583665,1.803856,36.578559,23.418375,11.949291,6.927687,1.820286,9.313978,6.383117,2.885935,2.232681,0.904148,39.180044,26.912212,11.267626,7.319059,1.794745,29.766139,21.843054,8.661326,5.50826,1.444618,18.955976,11.624283,6.579778,4.341278,1.337488,36.516086,17.845284,10.932718,7.347754,1.811454,32.269236,17.247507,9.980122,6.919875,1.687136,18.035284,8.25947,5.702465,3.936422,0.97081,1
12.028428,6.576743,4.565727,2.627931,0.73155,28.294308,17.41414,9.985528,5.704703,1.418437,24.220937,15.236421,9.44068,5.474648,1.393289,23.215597,15.39671,8.430761,4.975991,1.43282,27.033878,19.840205,9.97613,5.258164,1.496628,7.976652,5.593273,2.255761,1.757477,0.746647,28.956035,23.841187,9.09099,5.621807,1.511551,21.932044,20.156206,7.000064,4.233498,1.178532,13.592659,10.083576,5.465279,3.344608,1.176367,26.485002,15.272886,9.195164,5.737131,1.539405,26.344115,16.16195,8.137072,5.235703,1.42644,13.259342,7.270561,4.701785,3.045174,0.829138,1
11.992484,6.596582,3.721497,2.189814,0.684266,26.687224,17.424473,7.8796,4.767284,1.299276,23.359809,15.063676,7.547691,4.539363,1.315613,21.003922,15.42817,6.738536,4.108727,1.285966,25.197966,18.435124,7.987663,4.345058,1.353044,7.681581,4.902235,1.713749,1.551204,0.65674,26.569982,21.475746,7.106018,4.711252,1.385293,20.144408,18.698709,5.53777,3.645498,1.065829,12.305931,9.345813,4.437212,2.909117,1.141574,24.774781,14.718742,7.706135,4.910964,1.430454,26.228687,16.177207,6.51416,4.350706,1.326636,12.228039,7.169901,3.802418,2.567853,0.773484,1
